Chrom	Read	Strand
8	200096	0
8	200380	1
8	200621	0
8	201367	0
8	203316	0
8	203418	0
8	203776	1
8	203796	0
8	203914	1
8	204089	1
8	204732	1
8	205303	0
8	205791	1
8	206002	1
8	207605	1
8	208813	1
8	209491	1
8	209856	0
8	210114	1
8	210679	0
8	210982	0
8	211171	1
8	211841	0
8	212105	1
8	212273	1
8	212680	0
8	213758	1
8	214437	0
8	214438	0
8	214451	0
8	214478	0
8	214846	0
8	216194	1
8	216885	0
8	216891	1
8	218060	0
8	219964	1
8	220992	0
8	221467	1
8	222285	1
8	222612	1
8	223586	0
8	224210	0
8	224318	0
8	224773	1
8	225007	1
8	225364	1
8	225623	0
8	225708	1
8	226676	1
8	227265	0
8	229201	0
8	230442	0
8	231595	1
8	231682	0
8	231795	1
8	232279	0
8	232710	1
8	233061	0
8	233234	0
8	233253	1
8	233423	1
8	233432	1
8	233681	1
8	234570	1
8	235891	1
8	236695	1
8	237370	0
8	237508	1
8	237812	0
8	237956	1
8	238596	1
8	240832	1
8	241173	0
8	241364	1
8	241398	1
8	241891	0
8	242293	1
8	242316	1
8	242639	0
8	243349	1
8	243792	1
8	244222	1
8	244844	1
8	247358	1
8	247777	0
8	249226	0
8	249483	1
8	250762	1
8	251043	0
8	251123	0
8	251585	1
8	252387	0
8	253233	0
8	253619	0
8	253996	0
8	254123	0
8	254310	0
8	256417	1
8	257310	0
8	259224	1
8	259987	1
8	260237	0
8	260410	1
8	260641	1
8	261571	1
8	261676	0
8	261983	1
8	262674	1
8	263793	0
8	264042	0
8	264116	1
8	264181	0
8	265230	0
8	265358	0
8	265600	1
8	266668	0
8	266701	0
8	268344	0
8	268793	0
8	269683	1
8	269765	1
8	272057	0
8	272267	1
8	272636	0
8	274076	1
8	274227	1
8	275093	0
8	275334	0
8	275342	1
8	275649	0
8	276086	0
8	276169	0
8	277116	0
8	277486	0
8	277866	0
8	278006	1
8	278658	1
8	279937	1
8	280029	0
8	280683	0
8	281915	0
8	282352	1
8	282708	0
8	282736	1
8	282784	0
8	283143	0
8	283159	1
8	283909	1
8	284449	1
8	285181	1
8	285628	0
8	286017	0
8	286116	0
8	286644	0
8	286757	0
8	286936	0
8	288062	1
8	288186	1
8	288606	0
8	288944	0
8	290299	0
8	291588	0
8	293072	0
8	293078	1
8	293145	1
8	293231	0
8	294281	0
8	295057	0
8	295555	0
8	296174	0
8	296520	0
8	296734	1
8	296835	0
8	297583	0
8	298411	0
8	298460	0
8	299489	0
8	299944	1
8	300334	1
8	301808	1
8	302339	0
8	305177	0
8	305358	1
8	305796	0
8	307219	0
8	307284	1
8	308560	1
8	308676	1
8	308982	1
8	309177	0
8	309435	0
8	310554	0
8	311416	0
8	311666	1
8	313476	1
8	313935	0
8	314051	1
8	314495	0
8	315021	0
8	315060	0
8	316329	0
8	316894	0
8	317027	0
8	317807	0
8	318497	1
8	319168	0
8	319212	0
8	319370	0
8	319536	0
8	320347	0
8	320383	0
8	321153	0
8	321236	1
8	321355	1
8	322209	0
8	323150	1
8	323226	0
8	323687	0
8	324634	0
8	324822	0
8	325254	1
8	326028	1
8	326308	0
8	326412	1
8	326771	1
8	327014	0
8	329039	1
8	329275	1
8	332868	1
8	333486	0
8	333900	1
8	334556	1
8	334723	1
8	335149	1
8	335336	0
8	335756	1
8	336097	1
8	336384	0
8	336522	1
8	336821	0
8	337867	1
8	338414	1
8	339660	1
8	339804	0
8	339900	0
8	341355	1
8	341710	1
8	341873	0
8	343609	1
8	343669	0
8	344014	1
8	344267	0
8	344307	1
8	344958	1
8	344974	0
8	345589	0
8	345809	1
8	345952	0
8	346367	1
8	346440	1
8	346620	0
8	346844	0
8	347577	0
8	349780	0
8	349953	0
8	350219	0
8	350565	1
8	350568	0
8	350776	1
8	350848	0
8	350929	0
8	351352	1
8	352253	0
8	352322	1
8	352402	1
8	352574	0
8	352605	0
8	352927	1
8	353100	1
8	353885	1
8	354149	0
8	355427	1
8	357021	0
8	357081	0
8	359151	1
8	359452	0
8	360350	0
8	361553	1
8	362046	1
8	362196	1
8	362646	0
8	363104	1
8	363436	1
8	364127	0
8	364793	1
8	364814	1
8	364879	1
8	366507	0
8	367717	1
8	368105	1
8	369558	0
8	369591	1
8	369645	1
8	369658	0
8	369821	1
8	370229	0
8	370983	1
8	371932	1
8	371982	0
8	372327	0
8	372426	1
8	372897	1
8	373229	0
8	374023	0
8	378086	0
8	378799	0
8	378896	0
8	379169	0
8	379268	1
8	380052	1
8	381049	1
8	382268	1
8	382344	1
8	382495	1
8	383170	1
8	384123	0
8	384145	1
8	384674	0
8	386508	0
8	386703	1
8	387247	1
8	387699	0
8	388572	0
8	389120	1
8	389748	1
8	390843	1
8	391991	0
8	392536	0
8	392565	1
8	394359	1
8	394726	0
8	395220	0
8	395306	1
8	395794	1
8	396286	0
8	398282	1
8	398421	0
8	400165	1
8	400943	0
8	401192	0
8	402091	1
8	403847	1
8	404627	0
8	406352	1
8	406372	0
8	406500	1
8	408131	1
8	408308	0
8	410332	0
8	410506	1
8	410741	1
8	411230	0
8	411629	1
8	411684	1
8	412135	0
8	412392	1
8	412695	0
8	413478	0
8	413932	0
8	414091	1
8	414351	1
8	414926	1
8	415011	1
8	415211	1
8	416201	1
8	416617	0
8	416916	0
8	416953	1
8	417043	0
8	417195	0
8	417668	0
8	418067	1
8	418434	1
8	418742	0
8	418947	0
8	419499	0
8	419703	0
8	419748	0
8	420302	1
8	421273	1
8	423725	1
8	423889	0
8	424466	0
8	425160	0
8	425604	1
8	425978	1
8	426550	0
8	427161	1
8	428310	0
8	428316	1
8	429533	1
8	430035	1
8	430088	1
8	430402	1
8	431645	1
8	431739	0
8	432443	0
8	433229	0
8	433549	1
8	433640	0
8	433771	1
8	433891	1
8	435259	0
8	435621	0
8	435834	1
8	436361	0
8	437568	0
8	437759	1
8	437915	0
8	438038	0
8	438484	1
8	442210	1
8	442569	1
8	442606	0
8	442890	1
8	442905	0
8	443252	0
8	443360	0
8	443421	0
8	443700	1
8	444036	0
8	444208	1
8	444990	0
8	445269	0
8	445294	0
8	446122	0
8	446146	0
8	446499	0
8	446562	0
8	447450	1
8	450457	1
8	450842	0
8	451009	1
8	452044	0
8	452082	1
8	452213	0
8	453046	0
8	453215	0
8	453310	0
8	453381	1
8	453570	1
8	454738	1
8	455270	1
8	456455	0
8	456646	0
8	456692	0
8	456702	1
8	457040	1
8	457099	0
8	457460	1
8	457577	0
8	458332	1
8	460266	1
8	460396	1
8	460533	1
8	460821	1
8	460986	1
8	461166	1
8	461265	0
8	461272	1
8	461973	1
8	462273	0
8	462409	0
8	463288	0
8	463626	0
8	464151	1
8	464303	1
8	464458	1
8	465200	1
8	465874	0
8	465905	1
8	466405	0
8	466901	1
8	467524	0
8	468027	0
8	470089	0
8	470146	0
8	470378	1
8	471188	1
8	472104	0
8	472285	1
8	472675	1
8	473313	1
8	474265	0
8	474916	1
8	475431	0
8	475660	0
8	476730	0
8	477177	0
8	478341	1
8	478417	1
8	479732	1
8	479760	1
8	480500	1
8	481469	1
8	481685	0
8	484441	0
8	484550	0
8	484593	1
8	484633	1
8	484904	1
8	485026	1
8	485586	0
8	485609	0
8	486318	0
8	487195	1
8	488224	1
8	488539	1
8	488754	0
8	489077	0
8	489244	0
8	489946	0
8	491306	1
8	491970	0
8	492379	0
8	492822	1
8	493606	1
8	493732	0
8	494259	0
8	496473	0
8	496857	0
8	498119	1
8	498214	1
8	498331	0
8	498690	1
8	499432	1
8	499987	1
8	500036	1
8	500567	0
8	500782	1
8	500812	0
8	500820	1
8	501481	1
8	502416	0
8	502678	0
8	502709	0
8	502873	1
8	503673	0
8	504029	1
8	504303	1
8	505795	1
8	506045	0
8	506144	0
8	506488	0
8	506494	1
8	507177	1
8	507497	1
8	508492	1
8	509486	0
8	509849	1
8	510302	1
8	511023	0
8	511058	0
8	511165	1
8	512470	0
8	513959	1
8	514085	1
8	514317	1
8	514892	0
8	515896	1
8	517150	1
8	517496	1
8	517511	1
8	517719	0
8	518519	0
8	518742	1
8	519258	0
8	519835	0
8	519931	1
8	520732	1
8	520934	1
8	522686	1
8	523665	0
8	525555	1
8	525719	0
8	526066	0
8	526413	0
8	527690	0
8	527715	1
8	528082	0
8	528273	0
8	528618	1
8	530232	1
8	531580	0
8	531627	1
8	532167	1
8	532697	1
8	532860	0
8	532883	1
8	533036	0
8	533063	0
8	533563	1
8	533867	1
8	534588	1
8	534960	0
8	535908	0
8	538342	1
8	539165	0
8	540431	0
8	540660	0
8	541208	0
8	541918	1
8	543638	0
8	544144	1
8	544333	1
8	544512	1
8	544885	0
8	545101	0
8	545373	1
8	545394	0
8	545421	0
8	545539	1
8	545666	0
8	546265	1
8	548875	0
8	549283	0
8	551688	0
8	552293	1
8	552653	1
8	552718	0
8	552733	0
8	553081	0
8	553169	0
8	553393	1
8	554465	1
8	554675	1
8	554711	1
8	555120	1
8	555756	1
8	555957	0
8	556179	1
8	557401	1
8	557998	0
8	559237	0
8	559443	0
8	559847	1
8	561136	0
8	561182	0
8	561346	0
8	562013	0
8	563405	1
8	563804	0
8	563807	1
8	564271	1
8	565578	0
8	566570	1
8	567151	1
8	567546	0
8	567828	1
8	568708	0
8	569000	0
8	569027	0
8	569128	0
8	569257	0
8	570202	0
8	570809	0
8	572700	0
8	572971	0
8	573060	0
8	574849	1
8	575756	0
8	575851	0
8	576765	1
8	576960	0
8	578198	1
8	578226	0
8	578499	1
8	578790	0
8	578834	1
8	579190	0
8	579663	0
8	580178	0
8	580383	0
8	580738	0
8	582145	1
8	582331	0
8	582609	1
8	583138	0
8	584835	1
8	585210	0
8	585314	1
8	585858	0
8	586999	1
8	588809	1
8	589274	1
8	589324	0
8	590196	0
8	590909	1
8	591057	0
8	591893	1
8	592870	1
8	593395	0
8	594116	1
8	594722	1
8	595262	0
8	595545	1
8	596231	0
8	596250	0
8	596815	0
8	598818	0
8	599376	1
8	599413	0
8	600247	0
8	600968	0
8	601796	1
8	602145	1
8	602825	1
8	603902	1
8	604039	1
8	605049	1
8	605376	1
8	606810	1
8	608031	1
8	610827	0
8	611852	1
8	612054	0
8	612368	1
8	612777	1
8	613297	0
8	613314	0
8	613519	0
8	613656	1
8	614226	1
8	614520	1
8	615876	1
8	616032	1
8	618362	0
8	618426	0
8	618741	0
8	619483	0
8	619507	0
8	619802	0
8	620503	0
8	620624	0
8	621751	1
8	621844	0
8	622674	1
8	622938	1
8	625085	1
8	625129	0
8	625790	1
8	626363	0
8	626561	0
8	627146	0
8	627334	0
8	627389	1
8	627391	0
8	627903	0
8	627937	1
8	629402	0
8	630348	0
8	631371	0
8	631555	0
8	632474	0
8	635228	1
8	635795	1
8	636665	1
8	636795	0
8	637558	0
8	637781	0
8	637896	1
8	639976	0
8	640350	1
8	640654	1
8	641330	0
8	641341	1
8	642395	0
8	642539	1
8	643818	0
8	643892	1
8	643999	0
8	644051	1
8	644195	1
8	645711	1
8	646640	1
8	646997	1
8	648021	1
8	648028	0
8	648262	1
8	649592	1
8	650247	1
8	650541	0
8	651169	0
8	651607	1
8	653336	0
8	653418	0
8	653722	1
8	654294	1
8	656370	1
8	656375	0
8	657409	1
8	657564	1
8	659147	0
8	659730	0
8	660439	1
8	660727	0
8	660741	1
8	660816	0
8	660826	1
8	661198	0
8	662145	0
8	662960	1
8	662968	1
8	663645	0
8	663768	1
8	663888	1
8	663996	0
8	664271	0
8	664769	1
8	665683	0
8	666050	0
8	666672	1
8	667737	0
8	667762	1
8	668545	1
8	668589	0
8	669433	0
8	669505	0
8	670048	0
8	670715	0
8	671329	0
8	671469	0
8	671717	0
8	672509	1
8	673006	0
8	673958	0
8	674843	0
8	674850	0
8	674890	0
8	675189	1
8	675741	1
8	675960	0
8	675972	1
8	676532	0
8	676588	0
8	677335	0
8	679054	0
8	679405	1
8	679491	1
8	679630	1
8	679645	0
8	680035	0
8	680182	1
8	680915	0
8	681242	1
8	682174	0
8	686482	1
8	686510	1
8	688424	1
8	688957	1
8	690133	0
8	690656	1
8	691253	0
8	691488	1
8	692330	0
8	692788	1
8	692804	1
8	692821	0
8	692893	0
8	693056	1
8	694072	0
8	694436	0
8	694818	1
8	695337	1
8	696618	1
8	698018	0
8	698118	0
8	698821	0
8	700448	0
8	700694	0
8	700702	1
8	701196	1
8	701534	0
8	701563	1
8	701610	1
8	701720	1
8	702173	0
8	702387	0
8	702980	1
8	703345	1
8	703540	0
8	703671	1
8	703794	0
8	703886	1
8	703991	0
8	704422	0
8	704877	1
8	705552	0
8	706613	1
8	706725	0
8	706959	1
8	709318	1
8	710985	1
8	711504	1
8	712300	1
8	713739	0
8	714907	1
8	715472	1
8	715607	0
8	716546	1
8	717139	1
8	718752	0
8	721092	1
8	721309	0
8	721696	0
8	721897	0
8	722095	1
8	722265	1
8	723186	1
8	723411	1
8	723582	0
8	724466	0
8	725934	0
8	726937	1
8	727263	1
8	727401	1
8	728332	0
8	728367	0
8	728547	0
8	728885	0
8	729668	0
8	729799	1
8	729947	1
8	729985	1
8	730079	1
8	730386	1
8	733547	1
8	733554	0
8	734388	1
8	734535	0
8	736085	1
8	736169	0
8	736638	1
8	736723	0
8	737045	0
8	737922	0
8	737983	0
8	738271	0
8	741252	1
8	741536	1
8	741597	1
8	741701	1
8	741879	1
8	743202	0
8	743502	0
8	745180	0
8	746074	1
8	746129	1
8	746147	1
8	746275	1
8	746505	1
8	746528	1
8	747249	1
8	747772	0
8	747873	1
8	749254	0
8	750449	0
8	750560	1
8	750781	1
8	751317	1
8	751567	1
8	752076	1
8	752313	0
8	753604	0
8	754582	0
8	754600	1
8	754607	0
8	754700	0
8	755224	0
8	755847	0
8	755984	1
8	756530	0
8	756570	0
8	757550	0
8	758391	1
8	759335	0
8	760123	1
8	760825	0
8	761411	0
8	761663	1
8	762098	0
8	762250	0
8	762375	1
8	762550	0
8	763012	1
8	763059	1
8	763589	1
8	764729	0
8	765643	1
8	765842	1
8	767101	1
8	767392	0
8	768718	1
8	768729	1
8	769004	0
8	769224	0
8	769501	0
8	769543	0
8	769916	1
8	769924	0
8	769993	1
8	770044	1
8	770901	0
8	770990	0
8	771057	1
8	771118	1
8	771513	1
8	771629	1
8	771752	1
8	772309	0
8	772387	0
8	773389	0
8	773975	0
8	774062	1
8	774184	0
8	774674	1
8	774799	1
8	775562	1
8	776094	1
8	776135	1
8	776722	1
8	778284	1
8	778549	0
8	779197	0
8	779596	1
8	779775	1
8	780273	1
8	781989	1
8	782540	1
8	783582	0
8	784249	0
8	784506	1
8	785144	1
8	785168	0
8	785224	1
8	786470	0
8	787062	1
8	787650	1
8	787849	1
8	789612	0
8	790148	1
8	790382	1
8	790994	0
8	791024	1
8	791281	0
8	791598	1
8	792191	0
8	793418	0
8	793893	1
8	794035	0
8	794286	0
8	795200	0
8	796723	0
8	797033	1
8	797455	1
8	797834	1
8	798866	0
8	800990	0
8	801046	1
8	801150	1
8	801308	1
8	801575	0
8	802219	0
8	803222	1
8	803577	1
8	803695	0
8	804520	0
8	804737	0
8	804767	1
8	805093	1
8	805662	1
8	806106	1
8	806961	1
8	807296	1
8	807701	1
8	807861	1
8	809341	1
8	810236	0
8	811017	0
8	811669	0
8	813589	1
8	813653	0
8	813797	0
8	814893	1
8	815393	0
8	816761	1
8	817045	1
8	817717	1
8	819310	0
8	819754	1
8	821674	1
8	822773	1
8	822805	0
8	824373	0
8	824739	1
8	824981	1
8	825765	0
8	826116	1
8	826721	0
8	827074	1
8	827334	1
8	827496	1
8	827582	1
8	827711	1
8	828138	0
8	828860	0
8	828964	0
8	829278	1
8	829970	1
8	830473	0
8	830570	0
8	830883	0
8	831251	0
8	831496	0
8	834549	0
8	834775	1
8	836661	0
8	837272	0
8	839148	0
8	840052	1
8	840247	1
8	840397	0
8	840780	0
8	840806	0
8	841576	0
8	842087	0
8	842237	0
8	842549	0
8	842708	0
8	843368	0
8	843498	1
8	843520	0
8	844543	1
8	844617	0
8	845490	1
8	845495	0
8	845627	1
8	845652	0
8	845725	0
8	845959	0
8	846595	1
8	846736	1
8	846770	0
8	846831	1
8	848409	1
8	848939	0
8	849324	0
8	849393	1
8	850689	0
8	851420	0
8	851572	0
8	852252	0
8	852282	1
8	852843	1
8	852938	1
8	854121	1
8	854724	1
8	854902	1
8	854961	1
8	854976	0
8	856737	1
8	857238	1
8	858590	1
8	859427	1
8	861187	0
8	862092	1
8	864578	0
8	864953	0
8	865381	0
8	865398	1
8	865444	1
8	865556	1
8	865858	1
8	865988	1
8	865999	1
8	867597	1
8	869188	0
8	870022	1
8	870065	0
8	870867	1
8	871049	0
8	872040	1
8	873419	0
8	873680	0
8	873898	0
8	873978	1
8	874995	1
8	875096	1
8	877104	1
8	877972	0
8	879437	0
8	879614	1
8	880698	1
8	880919	1
8	881435	0
8	881731	1
8	882931	1
8	883176	1
8	884287	0
8	884738	0
8	885107	0
8	885172	0
8	885286	1
8	885645	1
8	886193	1
8	887936	0
8	889001	1
8	889041	1
8	889569	0
8	891014	1
8	891872	1
8	891966	1
8	893304	1
8	894204	0
8	895017	0
8	895037	1
8	897329	0
8	897409	0
8	897750	1
8	898904	0
8	900207	1
8	900571	0
8	900820	0
8	900823	1
8	901136	1
8	901720	1
8	902803	0
8	902839	1
8	904248	1
8	905150	0
8	905386	1
8	905666	1
8	906819	1
8	907375	1
8	907605	1
8	907861	0
8	908349	1
8	908889	0
8	908938	1
8	909039	0
8	909502	0
8	909685	0
8	910071	1
8	910460	0
8	910460	1
8	910671	1
8	910673	0
8	911577	1
8	911974	1
8	912685	0
8	912710	0
8	916085	0
8	916716	1
8	918923	0
8	919042	0
8	919831	1
8	920313	0
8	920589	1
8	921119	1
8	922214	1
8	922494	1
8	923408	0
8	923543	1
8	923845	1
8	924095	1
8	924498	1
8	925047	1
8	926383	1
8	926767	1
8	927155	1
8	927807	1
8	928925	0
8	929664	0
8	930282	0
8	930933	1
8	931491	0
8	931734	1
8	931751	0
8	931923	1
8	932164	1
8	932994	1
8	933637	1
8	933877	1
8	934054	0
8	934797	0
8	935908	1
8	936006	1
8	936384	0
8	937370	0
8	937871	0
8	938404	0
8	938528	1
8	939696	0
8	939722	1
8	940358	1
8	941221	1
8	941826	1
8	942192	1
8	942278	1
8	942311	1
8	943859	0
8	944241	0
8	944273	0
8	944559	1
8	944871	0
8	945309	0
8	945804	0
8	946119	0
8	946402	0
8	946697	1
8	946902	1
8	946987	0
8	947755	1
8	948676	1
8	948871	1
8	949722	1
8	949856	0
8	950098	1
8	950724	0
8	950951	0
8	954766	1
8	955361	1
8	955417	0
8	955624	1
8	955697	1
8	955928	1
8	956237	0
8	956487	0
8	956696	1
8	957395	1
8	958087	0
8	958446	1
8	959336	0
8	959562	0
8	960020	1
8	960044	1
8	960968	1
8	961011	1
8	961699	1
8	961717	0
8	962445	1
8	962852	0
8	963032	0
8	963255	0
8	966048	1
8	966067	1
8	966530	1
8	966812	0
8	967911	0
8	969464	1
8	969490	1
8	969565	0
8	970088	0
8	970963	0
8	971043	1
8	971805	0
8	972260	0
8	972423	0
8	972585	1
8	973807	1
8	975170	0
8	975265	1
8	976779	0
8	977480	0
8	977743	1
8	978529	1
8	978903	0
8	979568	1
8	979600	0
8	980316	0
8	980742	1
8	980767	0
8	981658	0
8	982108	0
8	983035	0
8	983592	0
8	983649	0
8	984566	0
8	986440	0
8	986527	1
8	986970	1
8	987124	1
8	987621	1
8	987974	1
8	988072	1
8	988587	1
8	988721	0
8	989484	0
8	990456	1
8	991687	0
8	991787	1
8	991859	0
8	993799	0
8	993830	1
8	993982	0
8	994134	0
8	994986	0
8	995157	0
8	995454	0
8	996074	0
8	996529	1
8	997259	1
8	997432	0
8	997907	0
8	999395	1
8	1002066	1
8	1002107	0
8	1002247	1
8	1002637	1
8	1003796	1
8	1003839	0
8	1006680	0
8	1006814	0
8	1007153	0
8	1007310	0
8	1007515	0
8	1007544	1
8	1007580	0
8	1007581	1
8	1009043	1
8	1009250	0
8	1009930	0
8	1011306	0
8	1011784	0
8	1011973	0
8	1012254	0
8	1012570	1
8	1012792	0
8	1013270	1
8	1014043	1
8	1014487	0
8	1015719	1
8	1015934	1
8	1016235	1
8	1016437	1
8	1017507	1
8	1017863	0
8	1018297	1
8	1018768	0
8	1019184	0
8	1020015	0
8	1020780	1
8	1021197	1
8	1021434	0
8	1021652	0
8	1021770	0
8	1021812	1
8	1022574	1
8	1022624	1
8	1023239	0
8	1023790	0
8	1023802	0
8	1023812	1
8	1023897	0
8	1023962	0
8	1025351	0
8	1025424	1
8	1025656	0
8	1025768	0
8	1025874	1
8	1025907	1
8	1026407	1
8	1026730	1
8	1027801	0
8	1027945	1
8	1028047	1
8	1028515	1
8	1029013	0
8	1029088	0
8	1029997	1
8	1030593	0
8	1031187	1
8	1032998	1
8	1033154	1
8	1033747	0
8	1034197	0
8	1034900	0
8	1036189	1
8	1037016	0
8	1038248	0
8	1038677	0
8	1039231	0
8	1039389	1
8	1039679	0
8	1041060	0
8	1041765	1
8	1042553	1
8	1043287	1
8	1043664	0
8	1045256	0
8	1045494	0
8	1045946	1
8	1046121	0
8	1047103	1
8	1048055	0
8	1049289	0
8	1049405	1
8	1049596	1
8	1050080	1
8	1050096	1
8	1050231	0
8	1050516	0
8	1050591	1
8	1050977	1
8	1051152	0
8	1051775	1
8	1052623	0
8	1053159	0
8	1053179	0
8	1053748	0
8	1055039	0
8	1055429	0
8	1056168	0
8	1057249	1
8	1057702	1
8	1058969	1
8	1059065	0
8	1059724	1
8	1060194	1
8	1062321	0
8	1062616	0
8	1062634	1
8	1062685	0
8	1063062	1
8	1063425	1
8	1063905	0
8	1065104	1
8	1065994	1
8	1066092	1
8	1066995	0
8	1067561	0
8	1068236	0
8	1068836	1
8	1069070	0
8	1070020	1
8	1071133	0
8	1071255	0
8	1071379	1
8	1071406	0
8	1072188	1
8	1074496	1
8	1075236	0
8	1075859	0
8	1076063	0
8	1076415	1
8	1076684	1
8	1076790	0
8	1076899	1
8	1078242	1
8	1078293	0
8	1078550	1
8	1078920	0
8	1079119	0
8	1080205	1
8	1080603	1
8	1081087	1
8	1081437	1
8	1082092	0
8	1083370	1
8	1083491	1
8	1083673	0
8	1083775	0
8	1083922	0
8	1085765	0
8	1087130	1
8	1087485	1
8	1088273	0
8	1088296	1
8	1088598	0
8	1088947	1
8	1089148	1
8	1091184	1
8	1091681	1
8	1091793	1
8	1095487	0
8	1096143	0
8	1096693	0
8	1098251	0
8	1100808	1
8	1100813	0
8	1101137	1
8	1103142	1
